0 0.100035
0.1 0.103643
0.2 0.107383
0.3 0.111262
0.4 0.115283
0.5 0.119452
0.6 0.123774
0.7 0.128255
0.8 0.132899
0.9 0.137712
1 0.1427
1.1 0.147868
1.2 0.153221
1.3 0.158766
1.4 0.164508
1.5 0.170453
1.6 0.176605
1.7 0.182971
1.8 0.189556
1.9 0.196364
2 0.203401
2.1 0.210671
2.2 0.218178
2.3 0.225926
2.4 0.233919
2.5 0.242158
2.6 0.250647
2.7 0.259387
2.8 0.268378
2.9 0.27762
3 0.287113
3.1 0.296853
3.2 0.306839
3.3 0.317065
3.4 0.327527
3.5 0.338217
3.6 0.349128
3.7 0.36025
3.8 0.371573
3.9 0.383085
4 0.394773
4.1 0.406621
4.2 0.418616
4.3 0.43074
4.4 0.442975
4.5 0.455302
4.6 0.467703
4.7 0.480157
4.8 0.492644
4.9 0.505143
5 0.517633
5.1 0.530094
5.2 0.542505
5.3 0.554847
5.4 0.567098
5.5 0.579242
5.6 0.591259
5.7 0.603134
5.8 0.614849
5.9 0.626392
6 0.637747
6.1 0.648904
6.2 0.659851
6.3 0.670579
6.4 0.681079
6.5 0.691345
6.6 0.701372
6.7 0.711154
6.8 0.720688
6.9 0.729973
7 0.739007
7.1 0.747789
7.2 0.75632
7.3 0.764602
7.4 0.772636
7.5 0.780426
7.6 0.787974
7.7 0.795284
7.8 0.80236
7.9 0.809207
8 0.81583
8.1 0.822233
8.2 0.828422
8.3 0.834402
8.4 0.840178
8.5 0.845757
8.6 0.851143
8.7 0.856343
8.8 0.861362
8.9 0.866205
9 0.870878
9.1 0.875387
9.2 0.879737
9.3 0.883932
9.4 0.887979
9.5 0.891883
9.6 0.895647
9.7 0.899278
9.8 0.902779
9.9 0.906156
